brand,model,year,price,mileage,fuel_type,transmission,engine_size,color,url,description,type,warranty,features,safety_features,tech_features,comfort_features,dealer_location,availability,delivery_time
Opel,Unknown Model,2024,"$42,727",0 km,Gasoline,CVT,3.8L,Blue,https://www.contactcars.com/en/new-cars/opel/unknown-model-2024,"Brand new 2024 Opel Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"6-Year/70,000-Mile Extended Warranty","Traction Control, Forward Collision Warning, Adaptive Cruise Control, 360-Degree Camera, Automatic Emergency Braking, Tire Pressure Monitoring, Wireless Charging, Premium Sound System, Digital Instrument Cluster, Wi-Fi Hotspot, Wireless Smartphone Integration, Head-Up Display, Ambient Lighting, Auto-Dimming Mirrors, Memory Seats, Ventilated Seats, Power Seats, Power Windows, Rain-Sensing Wipers, Push-Button Start","Traction Control, Forward Collision Warning, Adaptive Cruise Control, 360-Degree Camera, Automatic Emergency Braking, Tire Pressure Monitoring","Wireless Charging, Premium Sound System, Digital Instrument Cluster, Wi-Fi Hotspot, Wireless Smartphone Integration, Head-Up Display, Ambient Lighting","Auto-Dimming Mirrors, Memory Seats, Ventilated Seats, Power Seats, Power Windows, Rain-Sensing Wipers, Push-Button Start",ContactCars Opel Showroom,Available for Order,2-4 weeks
Land Rover,Unknown Model,2024,"$108,232",0 km,Plug-in Hybrid,CVT,5.7L,Silver,https://www.contactcars.com/en/new-cars/land-rover/unknown-model-2024,"Brand new 2024 Land Rover Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Anti-lock Braking System, Automatic Emergency Braking, Forward Collision Warning, Electronic Stability Control, Rear Cross Traffic Alert, Wi-Fi Hotspot, Panoramic Sunroof, Wireless Smartphone Integration, Gesture Control, Android Auto, Satellite Navigation, Digital Instrument Cluster, Dual-Zone Climate, Remote Start, Ventilated Seats, Memory Seats, Push-Button Start, Power Mirrors, Auto-Dimming Mirrors","Anti-lock Braking System, Automatic Emergency Braking, Forward Collision Warning, Electronic Stability Control, Rear Cross Traffic Alert","Wi-Fi Hotspot, Panoramic Sunroof, Wireless Smartphone Integration, Gesture Control, Android Auto, Satellite Navigation, Digital Instrument Cluster","Dual-Zone Climate, Remote Start, Ventilated Seats, Memory Seats, Push-Button Start, Power Mirrors, Auto-Dimming Mirrors",ContactCars Land Rover Showroom,In Stock,2-4 weeks
Toyota,bZ4X,2024,"$41,618",0 km,Hydrogen,Manual,2.3L,Orange,https://www.contactcars.com/en/new-cars/toyota/bz4x-2024,"Brand new 2024 Toyota bZ4X. Zero kilometers, full warranty, latest features and technology.",New Car,"4-Year/50,000-Mile Comprehensive Warranty","Rear Cross Traffic Alert, Forward Collision Warning, Parking Sensors, Wi-Fi Hotspot, Digital Instrument Cluster, Wireless Smartphone Integration, Android Auto, Wireless Charging, Voice Recognition, Panoramic Sunroof, USB-C Ports, Power Seats, Keyless Entry, Climate Control, Remote Start","Rear Cross Traffic Alert, Forward Collision Warning, Parking Sensors","Wi-Fi Hotspot, Digital Instrument Cluster, Wireless Smartphone Integration, Android Auto, Wireless Charging, Voice Recognition, Panoramic Sunroof, USB-C Ports","Power Seats, Keyless Entry, Climate Control, Remote Start",ContactCars Toyota Showroom,Coming Soon,2-4 weeks
Opel,Unknown Model,2024,"$91,698",0 km,Electric,Manual,88 kWh Battery,Gray,https://www.contactcars.com/en/new-cars/opel/unknown-model-2024,"Brand new 2024 Opel Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"6-Year/70,000-Mile Extended Warranty","Automatic Emergency Braking, Lane Departure Warning, Rear Cross Traffic Alert, Electronic Stability Control, Parking Sensors, Anti-lock Braking System, Wireless Smartphone Integration, USB-C Ports, Wireless Charging, Head-Up Display, Premium Sound System, Satellite Navigation, Remote Start, Keyless Entry, Climate Control, Power Seats, Rain-Sensing Wipers","Automatic Emergency Braking, Lane Departure Warning, Rear Cross Traffic Alert, Electronic Stability Control, Parking Sensors, Anti-lock Braking System","Wireless Smartphone Integration, USB-C Ports, Wireless Charging, Head-Up Display, Premium Sound System, Satellite Navigation","Remote Start, Keyless Entry, Climate Control, Power Seats, Rain-Sensing Wipers",ContactCars Opel Showroom,Coming Soon,Immediate
Mercedes-Benz,E-Class,2024,"$129,936",0 km,Hybrid,Semi-Automatic,2.2L,Purple,https://www.contactcars.com/en/new-cars/mercedes-benz/e-class-2024,"Brand new 2024 Mercedes-Benz E-Class. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Parking Sensors, Adaptive Cruise Control, Rear Cross Traffic Alert, Anti-lock Braking System, Automatic Emergency Braking, Forward Collision Warning, Blind Spot Monitoring, Panoramic Sunroof, Satellite Navigation, Android Auto, Wireless Smartphone Integration, Ambient Lighting, Apple CarPlay, Heated Seats, Power Mirrors, Rain-Sensing Wipers, Dual-Zone Climate","Parking Sensors, Adaptive Cruise Control, Rear Cross Traffic Alert, Anti-lock Braking System, Automatic Emergency Braking, Forward Collision Warning, Blind Spot Monitoring","Panoramic Sunroof, Satellite Navigation, Android Auto, Wireless Smartphone Integration, Ambient Lighting, Apple CarPlay","Heated Seats, Power Mirrors, Rain-Sensing Wipers, Dual-Zone Climate",ContactCars Mercedes-Benz Showroom,Available for Order,4-8 weeks
Dodge,Unknown Model,2024,"$83,436",0 km,Gasoline,Dual-Clutch,3.6L,Red,https://www.contactcars.com/en/new-cars/dodge/unknown-model-2024,"Brand new 2024 Dodge Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Tire Pressure Monitoring, Adaptive Cruise Control, Traction Control, Electronic Stability Control, Blind Spot Monitoring, Automatic Emergency Braking, Parking Sensors, Lane Departure Warning, Panoramic Sunroof, Apple CarPlay, Premium Sound System, Wireless Charging, Gesture Control, Satellite Navigation, Power Windows, Power Mirrors, Remote Start, Keyless Entry, Dual-Zone Climate","Tire Pressure Monitoring, Adaptive Cruise Control, Traction Control, Electronic Stability Control, Blind Spot Monitoring, Automatic Emergency Braking, Parking Sensors, Lane Departure Warning","Panoramic Sunroof, Apple CarPlay, Premium Sound System, Wireless Charging, Gesture Control, Satellite Navigation","Power Windows, Power Mirrors, Remote Start, Keyless Entry, Dual-Zone Climate",ContactCars Dodge Showroom,Coming Soon,2-4 weeks
Lincoln,Unknown Model,2024,"$29,415",0 km,Diesel,Automatic,5.5L,White,https://www.contactcars.com/en/new-cars/lincoln/unknown-model-2024,"Brand new 2024 Lincoln Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Electronic Stability Control, Rear Cross Traffic Alert, Automatic Emergency Braking, Tire Pressure Monitoring, Forward Collision Warning, Anti-lock Braking System, Panoramic Sunroof, Satellite Navigation, Ambient Lighting, Wireless Smartphone Integration, USB-C Ports, Voice Recognition, Push-Button Start, Power Windows, Climate Control, Auto-Dimming Mirrors, Remote Start, Memory Seats, Rain-Sensing Wipers","Electronic Stability Control, Rear Cross Traffic Alert, Automatic Emergency Braking, Tire Pressure Monitoring, Forward Collision Warning, Anti-lock Braking System","Panoramic Sunroof, Satellite Navigation, Ambient Lighting, Wireless Smartphone Integration, USB-C Ports, Voice Recognition","Push-Button Start, Power Windows, Climate Control, Auto-Dimming Mirrors, Remote Start, Memory Seats, Rain-Sensing Wipers",ContactCars Lincoln Showroom,Coming Soon,1-2 weeks
Skoda,Unknown Model,2024,"$34,614",0 km,Hybrid,Manual,3.8L,Yellow,https://www.contactcars.com/en/new-cars/skoda/unknown-model-2024,"Brand new 2024 Skoda Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Adaptive Cruise Control, Forward Collision Warning, Lane Departure Warning, Anti-lock Braking System, Parking Sensors, 360-Degree Camera, Automatic Emergency Braking, Voice Recognition, Wireless Smartphone Integration, USB-C Ports, Satellite Navigation, Premium Sound System, Head-Up Display, Panoramic Sunroof, Ambient Lighting, Apple CarPlay, Wi-Fi Hotspot, Remote Start, Keyless Entry, Climate Control, Power Seats, Auto-Dimming Mirrors","Adaptive Cruise Control, Forward Collision Warning, Lane Departure Warning, Anti-lock Braking System, Parking Sensors, 360-Degree Camera, Automatic Emergency Braking","Voice Recognition, Wireless Smartphone Integration, USB-C Ports, Satellite Navigation, Premium Sound System, Head-Up Display, Panoramic Sunroof, Ambient Lighting, Apple CarPlay, Wi-Fi Hotspot","Remote Start, Keyless Entry, Climate Control, Power Seats, Auto-Dimming Mirrors",ContactCars Skoda Showroom,Available for Order,2-4 weeks
Hummer,Unknown Model,2024,"$37,627",0 km,Electric,CVT,61 kWh Battery,Orange,https://www.contactcars.com/en/new-cars/hummer/unknown-model-2024,"Brand new 2024 Hummer Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"4-Year/50,000-Mile Comprehensive Warranty","360-Degree Camera, Automatic Emergency Braking, Blind Spot Monitoring, Parking Sensors, Panoramic Sunroof, Wireless Charging, Apple CarPlay, Voice Recognition, Ambient Lighting, Wireless Smartphone Integration, Satellite Navigation, Android Auto, Heated Steering Wheel, Keyless Entry, Ventilated Seats, Remote Start, Power Mirrors, Rain-Sensing Wipers","360-Degree Camera, Automatic Emergency Braking, Blind Spot Monitoring, Parking Sensors","Panoramic Sunroof, Wireless Charging, Apple CarPlay, Voice Recognition, Ambient Lighting, Wireless Smartphone Integration, Satellite Navigation, Android Auto","Heated Steering Wheel, Keyless Entry, Ventilated Seats, Remote Start, Power Mirrors, Rain-Sensing Wipers",ContactCars Hummer Showroom,Available for Order,1-2 weeks
GMC,Unknown Model,2024,"$39,032",0 km,Hybrid,Automatic,6.3L,Blue,https://www.contactcars.com/en/new-cars/gmc/unknown-model-2024,"Brand new 2024 GMC Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Traction Control, Automatic Emergency Braking, Forward Collision Warning, Lane Departure Warning, Anti-lock Braking System, Adaptive Cruise Control, Electronic Stability Control, Blind Spot Monitoring, Satellite Navigation, Ambient Lighting, Apple CarPlay, Voice Recognition, Wireless Smartphone Integration, Head-Up Display, Bluetooth Connectivity, Rain-Sensing Wipers, Heated Steering Wheel, Push-Button Start, Power Seats, Remote Start","Traction Control, Automatic Emergency Braking, Forward Collision Warning, Lane Departure Warning, Anti-lock Braking System, Adaptive Cruise Control, Electronic Stability Control, Blind Spot Monitoring","Satellite Navigation, Ambient Lighting, Apple CarPlay, Voice Recognition, Wireless Smartphone Integration, Head-Up Display, Bluetooth Connectivity","Rain-Sensing Wipers, Heated Steering Wheel, Push-Button Start, Power Seats, Remote Start",ContactCars GMC Showroom,Coming Soon,2-4 weeks
Hyundai,Ioniq 5,2024,"$51,316",0 km,Gasoline,Manual,4.2L,Yellow,https://www.contactcars.com/en/new-cars/hyundai/ioniq-5-2024,"Brand new 2024 Hyundai Ioniq 5. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Lane Departure Warning, 360-Degree Camera, Adaptive Cruise Control, Panoramic Sunroof, Satellite Navigation, Premium Sound System, Wi-Fi Hotspot, Voice Recognition, Wireless Smartphone Integration, Android Auto, Digital Instrument Cluster, Ventilated Seats, Auto-Dimming Mirrors, Climate Control, Keyless Entry, Memory Seats","Lane Departure Warning, 360-Degree Camera, Adaptive Cruise Control","Panoramic Sunroof, Satellite Navigation, Premium Sound System, Wi-Fi Hotspot, Voice Recognition, Wireless Smartphone Integration, Android Auto, Digital Instrument Cluster","Ventilated Seats, Auto-Dimming Mirrors, Climate Control, Keyless Entry, Memory Seats",ContactCars Hyundai Showroom,Available for Order,2-4 weeks
Volvo,Unknown Model,2024,"$24,666",0 km,Gasoline,Semi-Automatic,4.1L,Yellow,https://www.contactcars.com/en/new-cars/volvo/unknown-model-2024,"Brand new 2024 Volvo Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Forward Collision Warning, Rear Cross Traffic Alert, Anti-lock Braking System, Tire Pressure Monitoring, Wireless Smartphone Integration, Wireless Charging, Head-Up Display, Panoramic Sunroof, Premium Sound System, Digital Instrument Cluster, Keyless Entry, Rain-Sensing Wipers, Heated Seats, Ventilated Seats, Power Mirrors, Climate Control, Memory Seats","Forward Collision Warning, Rear Cross Traffic Alert, Anti-lock Braking System, Tire Pressure Monitoring","Wireless Smartphone Integration, Wireless Charging, Head-Up Display, Panoramic Sunroof, Premium Sound System, Digital Instrument Cluster","Keyless Entry, Rain-Sensing Wipers, Heated Seats, Ventilated Seats, Power Mirrors, Climate Control, Memory Seats",ContactCars Volvo Showroom,Coming Soon,4-8 weeks
GMC,Unknown Model,2024,"$87,548",0 km,Electric,Manual,95 kWh Battery,Red,https://www.contactcars.com/en/new-cars/gmc/unknown-model-2024,"Brand new 2024 GMC Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Anti-lock Braking System, Rear Cross Traffic Alert, Forward Collision Warning, Panoramic Sunroof, Apple CarPlay, Head-Up Display, Bluetooth Connectivity, USB-C Ports, Rain-Sensing Wipers, Memory Seats, Auto-Dimming Mirrors, Push-Button Start, Dual-Zone Climate, Heated Seats, Keyless Entry, Heated Steering Wheel","Anti-lock Braking System, Rear Cross Traffic Alert, Forward Collision Warning","Panoramic Sunroof, Apple CarPlay, Head-Up Display, Bluetooth Connectivity, USB-C Ports","Rain-Sensing Wipers, Memory Seats, Auto-Dimming Mirrors, Push-Button Start, Dual-Zone Climate, Heated Seats, Keyless Entry, Heated Steering Wheel",ContactCars GMC Showroom,Coming Soon,1-2 weeks
Scion,Unknown Model,2024,"$29,756",0 km,Electric,CVT,52 kWh Battery,Blue,https://www.contactcars.com/en/new-cars/scion/unknown-model-2024,"Brand new 2024 Scion Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Tire Pressure Monitoring, Traction Control, Parking Sensors, Bluetooth Connectivity, Android Auto, Voice Recognition, Wireless Smartphone Integration, Head-Up Display, Gesture Control, Wireless Charging, Premium Sound System, USB-C Ports, Climate Control, Heated Seats, Keyless Entry, Dual-Zone Climate, Memory Seats","Tire Pressure Monitoring, Traction Control, Parking Sensors","Bluetooth Connectivity, Android Auto, Voice Recognition, Wireless Smartphone Integration, Head-Up Display, Gesture Control, Wireless Charging, Premium Sound System, USB-C Ports","Climate Control, Heated Seats, Keyless Entry, Dual-Zone Climate, Memory Seats",ContactCars Scion Showroom,Available for Order,2-4 weeks
Opel,Unknown Model,2024,"$120,941",0 km,Hydrogen,Dual-Clutch,1.4L,Purple,https://www.contactcars.com/en/new-cars/opel/unknown-model-2024,"Brand new 2024 Opel Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","360-Degree Camera, Rear Cross Traffic Alert, Traction Control, Forward Collision Warning, Blind Spot Monitoring, Lane Departure Warning, Electronic Stability Control, Tire Pressure Monitoring, Ambient Lighting, Apple CarPlay, Panoramic Sunroof, Wireless Charging, Bluetooth Connectivity, Head-Up Display, Premium Sound System, Android Auto, Wireless Smartphone Integration, Voice Recognition, Climate Control, Auto-Dimming Mirrors, Dual-Zone Climate, Power Windows, Heated Seats, Keyless Entry","360-Degree Camera, Rear Cross Traffic Alert, Traction Control, Forward Collision Warning, Blind Spot Monitoring, Lane Departure Warning, Electronic Stability Control, Tire Pressure Monitoring","Ambient Lighting, Apple CarPlay, Panoramic Sunroof, Wireless Charging, Bluetooth Connectivity, Head-Up Display, Premium Sound System, Android Auto, Wireless Smartphone Integration, Voice Recognition","Climate Control, Auto-Dimming Mirrors, Dual-Zone Climate, Power Windows, Heated Seats, Keyless Entry",ContactCars Opel Showroom,Coming Soon,4-8 weeks
Pontiac,Unknown Model,2024,"$87,586",0 km,Gasoline,CVT,3.0L,Yellow,https://www.contactcars.com/en/new-cars/pontiac/unknown-model-2024,"Brand new 2024 Pontiac Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"6-Year/70,000-Mile Extended Warranty","Blind Spot Monitoring, Parking Sensors, Lane Departure Warning, Rear Cross Traffic Alert, Anti-lock Braking System, Automatic Emergency Braking, Traction Control, Android Auto, Wi-Fi Hotspot, Wireless Smartphone Integration, Wireless Charging, Power Mirrors, Keyless Entry, Ventilated Seats, Rain-Sensing Wipers, Push-Button Start, Heated Seats","Blind Spot Monitoring, Parking Sensors, Lane Departure Warning, Rear Cross Traffic Alert, Anti-lock Braking System, Automatic Emergency Braking, Traction Control","Android Auto, Wi-Fi Hotspot, Wireless Smartphone Integration, Wireless Charging","Power Mirrors, Keyless Entry, Ventilated Seats, Rain-Sensing Wipers, Push-Button Start, Heated Seats",ContactCars Pontiac Showroom,Coming Soon,1-2 weeks
Hummer,Unknown Model,2024,"$83,260",0 km,Electric,Automatic,56 kWh Battery,Black,https://www.contactcars.com/en/new-cars/hummer/unknown-model-2024,"Brand new 2024 Hummer Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"4-Year/50,000-Mile Comprehensive Warranty","Blind Spot Monitoring, Anti-lock Braking System, Rear Cross Traffic Alert, Traction Control, Lane Departure Warning, Parking Sensors, Tire Pressure Monitoring, Forward Collision Warning, Digital Instrument Cluster, Android Auto, Wi-Fi Hotspot, Panoramic Sunroof, Bluetooth Connectivity, Gesture Control, Apple CarPlay, Satellite Navigation, Remote Start, Heated Seats, Push-Button Start, Memory Seats, Heated Steering Wheel, Climate Control, Power Mirrors, Ventilated Seats","Blind Spot Monitoring, Anti-lock Braking System, Rear Cross Traffic Alert, Traction Control, Lane Departure Warning, Parking Sensors, Tire Pressure Monitoring, Forward Collision Warning","Digital Instrument Cluster, Android Auto, Wi-Fi Hotspot, Panoramic Sunroof, Bluetooth Connectivity, Gesture Control, Apple CarPlay, Satellite Navigation","Remote Start, Heated Seats, Push-Button Start, Memory Seats, Heated Steering Wheel, Climate Control, Power Mirrors, Ventilated Seats",ContactCars Hummer Showroom,Available for Order,4-8 weeks
Seat,Unknown Model,2024,"$100,623",0 km,Electric,Automatic,70 kWh Battery,Black,https://www.contactcars.com/en/new-cars/seat/unknown-model-2024,"Brand new 2024 Seat Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Electronic Stability Control, Traction Control, Parking Sensors, Blind Spot Monitoring, Ambient Lighting, Head-Up Display, Panoramic Sunroof, Bluetooth Connectivity, Android Auto, Voice Recognition, Premium Sound System, Gesture Control, USB-C Ports, Dual-Zone Climate, Remote Start, Power Seats","Electronic Stability Control, Traction Control, Parking Sensors, Blind Spot Monitoring","Ambient Lighting, Head-Up Display, Panoramic Sunroof, Bluetooth Connectivity, Android Auto, Voice Recognition, Premium Sound System, Gesture Control, USB-C Ports","Dual-Zone Climate, Remote Start, Power Seats",ContactCars Seat Showroom,Coming Soon,4-8 weeks
BMW,i3,2024,"$100,738",0 km,Hybrid,CVT,2.0L,Green,https://www.contactcars.com/en/new-cars/bmw/i3-2024,"Brand new 2024 BMW i3. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Electronic Stability Control, Parking Sensors, Tire Pressure Monitoring, Automatic Emergency Braking, Blind Spot Monitoring, USB-C Ports, Android Auto, Head-Up Display, Panoramic Sunroof, Apple CarPlay, Satellite Navigation, Bluetooth Connectivity, Heated Steering Wheel, Memory Seats, Power Seats, Heated Seats","Electronic Stability Control, Parking Sensors, Tire Pressure Monitoring, Automatic Emergency Braking, Blind Spot Monitoring","USB-C Ports, Android Auto, Head-Up Display, Panoramic Sunroof, Apple CarPlay, Satellite Navigation, Bluetooth Connectivity","Heated Steering Wheel, Memory Seats, Power Seats, Heated Seats",ContactCars BMW Showroom,Coming Soon,1-2 weeks
Bugatti,Unknown Model,2024,"$307,680",0 km,Plug-in Hybrid,Dual-Clutch,6.3L,Green,https://www.contactcars.com/en/new-cars/bugatti/unknown-model-2024,"Brand new 2024 Bugatti Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"6-Year/70,000-Mile Extended Warranty","Electronic Stability Control, Rear Cross Traffic Alert, Blind Spot Monitoring, Parking Sensors, Lane Departure Warning, Anti-lock Braking System, Tire Pressure Monitoring, Ambient Lighting, Android Auto, Wireless Charging, Gesture Control, Voice Recognition, Wi-Fi Hotspot, Wireless Smartphone Integration, Digital Instrument Cluster, Keyless Entry, Heated Seats, Remote Start, Power Windows","Electronic Stability Control, Rear Cross Traffic Alert, Blind Spot Monitoring, Parking Sensors, Lane Departure Warning, Anti-lock Braking System, Tire Pressure Monitoring","Ambient Lighting, Android Auto, Wireless Charging, Gesture Control, Voice Recognition, Wi-Fi Hotspot, Wireless Smartphone Integration, Digital Instrument Cluster","Keyless Entry, Heated Seats, Remote Start, Power Windows",ContactCars Bugatti Showroom,Available for Order,4-8 weeks
Saab,Unknown Model,2024,"$85,547",0 km,Electric,Manual,76 kWh Battery,Gray,https://www.contactcars.com/en/new-cars/saab/unknown-model-2024,"Brand new 2024 Saab Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","360-Degree Camera, Forward Collision Warning, Parking Sensors, Panoramic Sunroof, Wireless Charging, Bluetooth Connectivity, Wireless Smartphone Integration, Voice Recognition, USB-C Ports, Wi-Fi Hotspot, Android Auto, Climate Control, Dual-Zone Climate, Power Windows, Power Seats, Auto-Dimming Mirrors","360-Degree Camera, Forward Collision Warning, Parking Sensors","Panoramic Sunroof, Wireless Charging, Bluetooth Connectivity, Wireless Smartphone Integration, Voice Recognition, USB-C Ports, Wi-Fi Hotspot, Android Auto","Climate Control, Dual-Zone Climate, Power Windows, Power Seats, Auto-Dimming Mirrors",ContactCars Saab Showroom,Available for Order,4-8 weeks
Mazda,Unknown Model,2024,"$113,806",0 km,Diesel,Automatic,1.7L,Silver,https://www.contactcars.com/en/new-cars/mazda/unknown-model-2024,"Brand new 2024 Mazda Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"6-Year/70,000-Mile Extended Warranty","Tire Pressure Monitoring, Electronic Stability Control, 360-Degree Camera, Digital Instrument Cluster, Wireless Smartphone Integration, Gesture Control, Premium Sound System, Memory Seats, Climate Control, Power Mirrors, Keyless Entry, Remote Start, Auto-Dimming Mirrors","Tire Pressure Monitoring, Electronic Stability Control, 360-Degree Camera","Digital Instrument Cluster, Wireless Smartphone Integration, Gesture Control, Premium Sound System","Memory Seats, Climate Control, Power Mirrors, Keyless Entry, Remote Start, Auto-Dimming Mirrors",ContactCars Mazda Showroom,Coming Soon,1-2 weeks
Fiat,Unknown Model,2024,"$61,942",0 km,Hybrid,CVT,4.4L,Blue,https://www.contactcars.com/en/new-cars/fiat/unknown-model-2024,"Brand new 2024 Fiat Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Automatic Emergency Braking, Tire Pressure Monitoring, Forward Collision Warning, Electronic Stability Control, Bluetooth Connectivity, Digital Instrument Cluster, Head-Up Display, Premium Sound System, Gesture Control, Voice Recognition, Ambient Lighting, Climate Control, Memory Seats, Heated Steering Wheel, Push-Button Start, Ventilated Seats, Dual-Zone Climate, Rain-Sensing Wipers, Keyless Entry","Automatic Emergency Braking, Tire Pressure Monitoring, Forward Collision Warning, Electronic Stability Control","Bluetooth Connectivity, Digital Instrument Cluster, Head-Up Display, Premium Sound System, Gesture Control, Voice Recognition, Ambient Lighting","Climate Control, Memory Seats, Heated Steering Wheel, Push-Button Start, Ventilated Seats, Dual-Zone Climate, Rain-Sensing Wipers, Keyless Entry",ContactCars Fiat Showroom,Available for Order,2-4 weeks
BMW,iX,2024,"$109,785",0 km,Diesel,Semi-Automatic,3.0L,Red,https://www.contactcars.com/en/new-cars/bmw/ix-2024,"Brand new 2024 BMW iX. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Tire Pressure Monitoring, Parking Sensors, Electronic Stability Control, Automatic Emergency Braking, Forward Collision Warning, 360-Degree Camera, Lane Departure Warning, Panoramic Sunroof, Bluetooth Connectivity, Premium Sound System, Digital Instrument Cluster, Wi-Fi Hotspot, Wireless Smartphone Integration, Heated Steering Wheel, Power Seats, Keyless Entry, Heated Seats, Power Windows","Tire Pressure Monitoring, Parking Sensors, Electronic Stability Control, Automatic Emergency Braking, Forward Collision Warning, 360-Degree Camera, Lane Departure Warning","Panoramic Sunroof, Bluetooth Connectivity, Premium Sound System, Digital Instrument Cluster, Wi-Fi Hotspot, Wireless Smartphone Integration","Heated Steering Wheel, Power Seats, Keyless Entry, Heated Seats, Power Windows",ContactCars BMW Showroom,Coming Soon,Immediate
Cadillac,Unknown Model,2024,"$56,999",0 km,Electric,Manual,71 kWh Battery,Orange,https://www.contactcars.com/en/new-cars/cadillac/unknown-model-2024,"Brand new 2024 Cadillac Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Forward Collision Warning, Rear Cross Traffic Alert, Tire Pressure Monitoring, Lane Departure Warning, Traction Control, Electronic Stability Control, Adaptive Cruise Control, Wi-Fi Hotspot, Satellite Navigation, Apple CarPlay, Bluetooth Connectivity, Power Mirrors, Rain-Sensing Wipers, Dual-Zone Climate, Remote Start, Heated Seats, Climate Control, Auto-Dimming Mirrors","Forward Collision Warning, Rear Cross Traffic Alert, Tire Pressure Monitoring, Lane Departure Warning, Traction Control, Electronic Stability Control, Adaptive Cruise Control","Wi-Fi Hotspot, Satellite Navigation, Apple CarPlay, Bluetooth Connectivity","Power Mirrors, Rain-Sensing Wipers, Dual-Zone Climate, Remote Start, Heated Seats, Climate Control, Auto-Dimming Mirrors",ContactCars Cadillac Showroom,Available for Order,Immediate
BMW,X5,2024,"$78,927",0 km,Hybrid,Manual,1.7L,Red,https://www.contactcars.com/en/new-cars/bmw/x5-2024,"Brand new 2024 BMW X5. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Traction Control, Electronic Stability Control, Tire Pressure Monitoring, Lane Departure Warning, Rear Cross Traffic Alert, 360-Degree Camera, Digital Instrument Cluster, Android Auto, Apple CarPlay, Ambient Lighting, Panoramic Sunroof, Voice Recognition, Auto-Dimming Mirrors, Keyless Entry, Heated Seats, Remote Start, Memory Seats, Power Mirrors, Heated Steering Wheel, Push-Button Start","Traction Control, Electronic Stability Control, Tire Pressure Monitoring, Lane Departure Warning, Rear Cross Traffic Alert, 360-Degree Camera","Digital Instrument Cluster, Android Auto, Apple CarPlay, Ambient Lighting, Panoramic Sunroof, Voice Recognition","Auto-Dimming Mirrors, Keyless Entry, Heated Seats, Remote Start, Memory Seats, Power Mirrors, Heated Steering Wheel, Push-Button Start",ContactCars BMW Showroom,Coming Soon,Immediate
Nissan,Unknown Model,2024,"$86,525",0 km,Diesel,CVT,5.4L,Green,https://www.contactcars.com/en/new-cars/nissan/unknown-model-2024,"Brand new 2024 Nissan Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Automatic Emergency Braking, Adaptive Cruise Control, Rear Cross Traffic Alert, Forward Collision Warning, USB-C Ports, Wi-Fi Hotspot, Android Auto, Apple CarPlay, Panoramic Sunroof, Premium Sound System, Wireless Smartphone Integration, Power Mirrors, Remote Start, Dual-Zone Climate, Climate Control, Power Seats, Memory Seats","Automatic Emergency Braking, Adaptive Cruise Control, Rear Cross Traffic Alert, Forward Collision Warning","USB-C Ports, Wi-Fi Hotspot, Android Auto, Apple CarPlay, Panoramic Sunroof, Premium Sound System, Wireless Smartphone Integration","Power Mirrors, Remote Start, Dual-Zone Climate, Climate Control, Power Seats, Memory Seats",ContactCars Nissan Showroom,Coming Soon,4-8 weeks
